faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
9,6.0,149,0.23138,3687.0,4477.9,9.3651,26.639,42.211,2697.3,74.79,120.37,0.32712,80.108,50.688,2626.4,24.785,48.463,3096.9,23.572,65.734,231.71,339.25,94.833,77.047,31.723,8.9405,26.161,6.8462,19.354,1.6406,32.797,13.977,24.015,1.3423,18.584,2.2995,4.8544,2.34,0.0094383,0.85627,0.093086,53.19,44.194,63.539,53.931,22.795,58.823,21.582,39.041,40.125,42.977,47.467,40.68,16.691
9,6.0,181,0.26994,3700.9,4510.2,9.4561,26.827,42.349,2712.7,75.018,120.41,0.33913,80.347,49.237,2641.6,25.111,48.862,3110.0,23.285,66.149,239.86,342.14,94.381,77.785,32.39,8.9709,26.157,7.0334,18.745,1.6886,33.259,13.825,24.346,1.0938,18.102,2.2847,4.7577,2.2274,0.03652,0.80298,0.10134,54.055,44.123,63.238,53.755,26.782,60.474,22.433,40.628,35.854,43.901,50.074,41.416,17.219
9,6.0,196,0.2641,3709.2,4462.7,9.3497,27.284,42.476,2717.9,74.317,120.4,0.32331,80.07,48.04,2646.9,24.962,50.024,3114.6,22.669,65.648,226.33,342.72,94.31,77.285,32.382,8.8622,26.531,7.0158,18.512,1.6489,33.137,13.76,24.684,1.2836,18.119,2.2796,4.7748,2.2505,0.0074008,0.80499,0.10551,53.922,43.049,63.832,53.574,25.995,63.383,22.928,37.859,32.331,46.591,46.68,41.445,18.725
9,6.0,206,0.27859,3667.7,4583.6,9.3238,27.269,42.562,2717.6,75.896,120.4,0.31637,79.853,49.249,2647.2,25.074,49.495,3114.2,22.822,65.165,216.92,342.79,94.293,77.225,32.108,8.7433,26.767,6.755,18.58,1.6448,32.96,13.701,24.994,1.2467,18.416,2.2187,4.8561,2.1465,0.029412,0.8197,0.087827,54.177,44.063,64.141,54.171,27.766,60.701,22.755,36.901,35.89,45.366,43.834,41.863,18.395
9,6.0,213,0.28377,3625.6,4521.6,9.3001,26.945,42.518,2715.8,75.321,120.39,0.3305,80.154,50.195,2645.4,25.64,47.514,3110.7,22.247,65.025,213.48,342.31,94.587,77.533,32.238,8.9487,26.783,6.8269,18.785,1.6419,32.974,13.749,24.099,1.2745,18.19,2.1988,4.7763,2.2295,0.022771,0.82466,0.092406,53.479,44.063,62.651,53.654,27.815,61.629,22.962,38.918,38.675,40.781,42.553,40.493,19.751
9,6.0,225,0.24928,3697.5,4502.2,9.2537,26.842,42.428,2707.2,75.344,120.4,0.32934,80.036,51.321,2636.1,22.48,49.611,3103.1,22.899,64.891,208.74,341.88,94.425,77.445,32.033,8.9173,26.256,6.8057,18.488,1.6474,32.723,13.76,24.19,1.3098,18.687,2.2443,4.8628,2.3353,0.026493,0.86195,0.11802,54.03,43.406,63.304,54.631,24.569,63.588,22.221,38.901,41.989,45.634,42.607,40.945,18.267
9,6.0,316,0.24663,3646.5,4476.5,9.2561,26.495,42.275,2701.7,75.844,120.42,0.34769,80.329,50.323,2630.3,23.203,48.919,3097.9,23.98,65.891,232.32,340.89,94.848,77.384,32.334,8.8327,26.386,6.8132,18.875,1.6781,32.925,14.105,24.008,1.1972,18.501,2.3141,4.8496,2.2656,0.020491,0.85192,0.11583,53.04,44.514,63.284,53.908,24.405,61.154,21.77,41.029,39.049,44.033,48.326,41.948,15.701
9,6.0,343,0.26479,3688.2,4546.9,9.277,27.2,42.266,2710.5,74.993,120.39,0.34427,80.082,50.2,2640.4,24.723,48.89,3106.9,22.159,66.184,243.68,343.57,94.413,77.443,31.941,8.852,26.5,7.0511,18.589,1.6534,33.571,13.89,23.676,1.2731,18.371,2.2596,4.8035,2.28,0.003248,0.83211,0.080331,53.07,43.703,62.502,53.231,26.619,62.11,22.634,40.531,38.688,43.965,50.66,41.127,19.974
9,6.0,414,0.27322,3643.8,4520.3,9.4019,26.777,41.953,2698.3,75.022,120.39,0.32711,80.48,49.634,2626.1,25.302,48.594,3098.1,23.004,65.624,226.06,339.03,94.667,77.306,31.816,8.7821,26.132,6.9047,19.433,1.6628,32.816,13.765,23.922,1.327,19.157,2.2953,4.9254,2.315,0.026772,0.87599,0.099948,54.064,43.898,62.179,54.052,26.965,61.181,21.516,38.589,37.022,43.279,46.208,41.205,17.987
9,7.0,17,0.23121,3673.7,4492.9,9.3193,27.177,42.321,2704.1,75.292,120.42,0.335,79.966,51.035,2632.7,25.018,51.713,3100.8,22.919,65.716,231.98,341.78,94.61,77.279,32.199,8.7517,26.081,6.8693,18.35,1.6655,32.771,13.948,23.835,1.2967,18.656,2.2946,4.9002,2.3156,0.0102,0.836,0.09672,53.443,43.818,62.621,53.531,22.565,61.12,22.408,40.219,41.145,50.497,47.897,41.354,18.201
9,7.0,50,0.24509,3620.0,4448.8,9.2326,26.935,42.669,2702.5,74.125,120.39,0.35846,79.875,48.48,2631.7,26.252,49.784,3099.6,23.117,65.7,232.14,341.34,94.633,77.096,32.394,8.9025,26.627,6.7961,18.739,1.6934,32.76,13.835,24.116,1.3358,18.536,2.2137,4.8035,2.4369,0.018013,0.84511,0.074929,53.565,43.55,63.55,53.657,23.997,60.725,22.325,42.504,33.627,46.034,47.473,41.42,17.767
9,7.0,55,0.23552,3653.5,4513.1,9.3792,27.003,41.904,2703.5,75.494,120.4,0.33018,80.038,49.391,2632.3,25.315,51.075,3102.4,23.2,65.913,232.75,340.98,94.679,77.06,31.882,8.911,26.611,6.8578,19.041,1.6179,32.938,13.749,23.978,1.2537,18.791,2.2655,4.9031,2.2744,9.1872e-06,0.84856,0.093005,53.679,43.424,62.818,53.653,22.898,58.35,22.088,39.408,36.309,49.023,48.256,40.779,17.538
9,7.0,207,0.20212,3630.9,4502.7,9.365,26.85,42.232,2699.8,74.755,120.41,0.3455,80.005,49.426,2628.8,25.155,51.841,3096.5,23.257,66.438,251.36,341.98,94.788,77.151,32.508,8.8329,26.562,6.8285,19.188,1.6828,33.008,13.804,23.636,1.3759,18.817,2.257,4.9028,2.3511,0.0057767,0.81259,0.10416,53.623,44.587,61.952,53.849,19.73,61.752,22.215,40.946,36.411,50.794,52.931,40.694,17.418
9,7.0,292,0.2835,3681.7,4455.9,9.3601,26.94,42.31,2694.8,74.106,120.38,0.35107,80.473,47.682,2623.0,24.333,48.504,3094.7,22.175,66.061,236.32,340.12,94.593,77.282,32.501,8.9579,26.16,6.8037,19.024,1.6888,32.768,13.796,23.456,1.2992,18.884,2.2724,4.8594,2.3256,0.0068657,0.86049,0.094769,54.228,44.276,62.765,54.042,27.664,61.407,21.437,42.119,31.279,43.072,49.195,40.605,19.97
9,7.0,325,0.22442,3678.9,4490.4,9.3566,26.61,42.887,2710.9,74.967,120.41,0.32947,80.427,47.414,2639.9,24.405,49.364,3106.8,22.222,66.464,245.17,342.82,94.518,77.306,32.589,8.8258,26.624,6.8521,18.509,1.6012,33.477,13.905,24.11,1.1856,18.705,2.2083,4.8611,2.2927,0.014112,0.82288,0.11466,52.992,42.283,63.347,54.178,22.153,62.338,22.222,39.497,30.49,45.061,50.747,41.415,19.729
9,7.0,492,0.22778,3690.8,4574.3,9.3438,26.924,42.414,2717.1,74.5,120.42,0.33306,79.957,49.17,2645.6,24.366,50.349,3111.4,22.853,65.569,228.69,343.44,94.437,77.131,32.386,8.9185,26.919,6.8351,18.866,1.6555,33.38,13.618,24.377,1.3111,18.524,2.2813,4.8158,2.2527,0.033326,0.82783,0.10246,53.047,43.558,63.338,53.477,22.499,62.847,22.83,38.129,35.658,47.343,46.668,42.241,18.366
9,8.0,61,0.25126,3630.1,4467.3,9.41,26.768,42.498,2705.9,75.402,120.36,0.34986,79.874,51.066,2634.3,26.045,51.547,3100.1,23.491,65.606,231.92,342.41,94.659,77.113,32.683,8.7886,26.465,6.834,18.69,1.6697,33.012,13.898,23.838,1.4226,18.429,2.285,4.7899,2.279,0.015979,0.8371,0.099201,53.515,44.832,62.722,54.319,24.602,61.963,22.619,41.363,41.238,50.115,47.8,40.617,16.892
9,8.0,170,0.26594,3624.1,4509.2,9.2437,27.038,42.787,2702.2,75.514,120.39,0.36266,80.286,50.94,2630.6,26.572,49.267,3101.4,23.018,66.404,243.28,340.38,94.769,77.177,31.806,8.9668,26.071,6.8841,18.492,1.643,32.567,13.726,23.501,1.2416,19.266,2.2609,4.8575,2.3848,0.015,0.8655,0.098651,53.104,43.318,62.167,53.996,26.254,60.722,22.03,43.768,40.865,44.838,51.586,40.338,17.973
9,8.0,195,0.21536,3618.2,4497.5,9.4341,26.896,42.501,2697.0,74.764,120.38,0.35332,80.016,50.634,2625.2,24.925,48.964,3093.1,23.065,66.675,255.38,342.2,94.825,77.398,32.521,8.9884,26.356,6.9736,18.746,1.6391,33.526,14.09,23.623,1.1926,18.66,2.2288,4.8732,2.2787,0.012198,0.82951,0.11166,54.706,44.706,62.315,53.488,20.495,62.163,22.214,42.135,39.967,44.136,54.577,40.692,17.854
9,8.0,238,0.21117,3660.9,4534.4,9.4168,26.565,42.472,2705.6,74.806,120.38,0.35621,80.079,49.972,2634.4,25.102,48.181,3103.3,23.032,65.667,227.72,341.04,94.792,77.68,32.043,8.9801,26.15,6.9033,18.358,1.6454,32.947,13.597,24.154,1.1413,19.166,2.2515,4.7813,2.3209,0.025785,0.82333,0.099513,53.576,42.837,62.682,54.226,21.013,59.259,21.901,42.94,38.017,42.324,46.544,41.019,17.896
9,8.0,416,0.20724,3644.1,4470.0,9.425,26.943,42.352,2701.6,75.133,120.38,0.34262,80.088,51.817,2629.9,23.159,48.855,3100.6,22.753,65.577,224.84,339.47,94.9,77.068,32.125,8.8985,26.263,6.9229,18.991,1.6908,32.833,13.731,24.336,1.3137,18.92,2.2802,4.8717,2.3503,0.0094265,0.85421,0.10381,54.416,44.099,62.489,53.92,20.087,60.883,21.738,40.649,43.447,43.883,46.229,40.601,18.639
9,8.0,431,0.23492,3657.8,4521.7,9.2673,26.886,42.325,2706.9,74.337,120.42,0.35286,79.762,51.561,2635.5,24.692,50.658,3106.1,22.995,65.602,228.29,340.24,94.715,76.746,31.974,8.8624,26.539,6.9266,18.888,1.715,32.724,13.787,24.183,1.1526,18.664,2.3019,4.7928,2.3075,0.011931,0.84317,0.087247,54.491,43.07,63.532,53.872,23.117,61.416,21.747,41.741,42.695,48.056,47.46,41.829,18.093
9,8.0,455,0.20294,3588.0,4475.4,9.2363,27.105,42.519,2708.5,74.545,120.4,0.34813,79.7,49.671,2637.8,24.495,50.833,3104.4,22.78,65.896,240.98,341.4,94.775,77.088,32.553,9.0012,26.753,6.7155,19.347,1.6931,32.358,13.833,24.172,1.1595,18.825,2.3177,4.839,2.244,0.0019843,0.84493,0.080142,53.538,44.401,63.2,53.688,20.07,61.903,22.507,41.238,37.133,48.462,50.39,40.96,18.636
9,8.0,460,0.25726,3658.3,4520.5,9.4205,27.12,42.49,2710.7,74.798,120.41,0.33847,79.833,49.917,2638.6,25.311,48.388,3107.8,23.096,66.142,242.06,341.08,94.781,76.696,32.525,8.9052,26.776,6.8812,18.954,1.6557,32.935,13.816,24.177,1.3848,18.883,2.1962,4.7884,2.3213,0.0055091,0.85029,0.10124,53.991,44.375,61.971,54.202,25.688,59.24,22.254,39.852,37.857,42.803,50.807,41.309,17.87
9,8.0,464,0.26149,3668.5,4509.1,9.4687,26.619,42.338,2714.8,74.52,120.43,0.33933,80.098,51.096,2643.1,26.842,51.272,3114.5,22.282,66.11,246.56,340.66,94.635,77.483,32.329,9.0737,26.889,6.7386,19.149,1.6436,32.748,14.113,24.684,1.2735,18.413,2.3026,4.7966,2.3767,0.02489,0.83815,0.11089,53.449,43.16,63.36,54.034,25.033,60.93,21.714,40.731,41.325,49.477,51.312,42.057,19.757
9,9.0,40,0.23291,3673.5,4514.6,9.4609,26.919,42.539,2714.7,75.482,120.37,0.31092,79.952,49.751,2644.0,25.379,50.745,3110.1,22.744,65.507,231.33,341.61,94.722,77.581,31.894,8.9466,26.651,6.7687,19.002,1.6395,32.955,13.421,23.975,1.4463,18.123,2.2099,4.7851,2.3323,0.012111,0.83559,0.084365,53.831,43.876,63.224,54.003,22.394,60.627,22.851,36.818,37.367,48.257,47.2,40.845,18.629
9,9.0,66,0.22007,3673.2,4497.1,9.3152,26.515,41.864,2689.4,76.081,120.38,0.34098,80.333,50.092,2617.6,23.656,50.395,3087.8,22.316,66.049,237.61,337.74,94.742,77.493,31.826,8.9424,26.368,6.7407,18.908,1.6508,32.277,13.943,24.139,1.2332,19.303,2.2803,4.862,2.2882,0.032831,0.84423,0.10359,52.78,44.771,62.143,53.179,22.111,60.183,21.125,40.574,38.37,47.448,49.697,40.595,19.706
9,9.0,83,0.30494,3688.3,4420.6,9.3716,26.585,42.231,2682.2,74.875,120.41,0.3491,80.697,49.629,2610.4,25.685,49.279,3082.3,23.015,66.6,248.0,337.91,94.767,77.641,32.365,8.6951,25.708,6.9056,19.117,1.6818,32.768,13.956,23.591,1.4253,19.236,2.2815,4.9882,2.3939,0.022702,0.84749,0.077726,54.017,44.015,62.589,52.785,29.686,59.594,20.89,41.682,37.009,44.866,52.157,40.706,17.984
9,9.0,94,0.30669,3647.3,4454.5,9.289,26.769,42.411,2690.9,74.335,120.4,0.36412,80.734,49.281,2619.0,25.286,48.105,3090.3,23.397,66.89,252.88,340.03,94.637,77.602,32.137,8.8491,25.244,7.0587,18.96,1.6759,33.16,13.816,23.294,1.28,18.991,2.2836,4.8782,2.2004,0.010324,0.8331,0.08297,54.375,43.882,62.781,53.11,30.14,61.418,21.318,43.908,35.983,42.149,54.07,40.825,16.976
9,9.0,96,0.28468,3634.1,4473.5,9.4573,27.124,42.046,2692.8,73.633,120.38,0.34049,80.324,50.786,2621.2,27.678,49.434,3089.2,22.406,66.832,254.62,341.9,94.866,77.472,32.351,9.1319,25.815,6.7726,18.968,1.6623,33.309,13.979,23.083,1.3558,19.417,2.2598,4.8992,2.3278,0.008166,0.81431,0.11257,54.465,44.363,62.222,53.179,28.027,61.511,22.156,40.894,40.412,45.225,53.903,40.754,19.369
9,9.0,257,0.23587,3709.9,4525.1,9.6166,27.134,42.522,2709.9,73.813,120.4,0.33486,80.6,50.536,2639.1,25.96,48.971,3107.3,23.688,66.076,234.5,343.44,94.327,77.907,32.425,8.9258,26.101,6.8524,18.676,1.6694,33.451,13.85,23.728,1.2004,18.673,2.2521,4.8289,2.3051,0.029338,0.81323,0.099686,53.663,44.502,63.628,54.747,23.18,60.173,22.728,40.538,39.677,44.153,48.974,41.424,16.213
9,9.0,362,0.24023,3692.5,4474.5,9.3685,26.721,42.438,2700.5,75.687,120.38,0.34757,80.056,50.062,2629.0,26.136,50.149,3097.6,23.308,65.92,232.51,341.47,94.57,77.328,32.713,8.7984,26.485,7.0933,18.754,1.6006,33.051,13.742,24.144,1.2651,18.694,2.2948,4.9004,2.3792,0.030461,0.82025,0.10313,53.768,43.835,63.592,54.099,23.665,60.858,21.988,42.242,38.283,46.879,47.81,39.827,17.203
9,9.0,363,0.18629,3603.6,4506.4,9.3731,26.729,42.533,2698.4,75.333,120.42,0.33398,79.992,49.796,2626.5,25.272,50.77,3095.8,22.496,65.844,230.16,341.03,94.649,77.267,31.988,8.9371,26.409,6.9586,18.451,1.6402,32.834,13.881,23.504,1.0911,18.413,2.2401,4.8667,2.2948,0.030461,0.82025,0.10313,53.768,43.835,62.548,53.969,18.634,59.534,21.905,39.251,37.498,48.315,47.799,41.505,19.149
9,9.0,453,0.26862,3710.4,4559.5,9.4777,26.963,42.362,2710.0,75.33,120.44,0.32588,79.946,48.343,2638.6,25.769,49.006,3108.8,23.606,65.375,226.22,340.72,94.337,77.36,32.373,8.9135,26.714,6.8964,18.518,1.6119,33.316,13.613,24.018,1.2051,18.348,2.2416,4.7558,2.3151,-0.00083397,0.84874,0.10193,53.967,44.148,63.639,54.816,26.757,60.8,22.071,38.356,33.224,44.235,46.197,41.981,16.581
9,9.0,489,0.2464,3663.4,4488.8,9.3223,27.423,42.546,2696.8,74.849,120.39,0.32445,80.075,50.284,2625.6,26.687,49.702,3095.2,23.185,66.257,245.34,339.94,94.62,77.139,32.317,9.0351,26.248,6.8319,19.189,1.669,32.776,13.815,23.575,1.1116,18.726,2.3,4.923,2.2858,0.03245,0.83607,0.098021,53.05,44.068,62.335,54.193,24.123,62.351,21.883,38.831,38.935,45.844,51.322,40.464,17.633
9,10.0,11,0.24696,3604.6,4481.6,9.3631,26.484,42.117,2706.1,75.08,120.38,0.33313,79.875,48.62,2634.5,25.127,51.016,3102.0,22.368,65.573,231.68,342.09,94.633,77.448,32.136,8.9761,26.825,6.8552,18.976,1.651,33.276,13.746,23.901,1.1982,18.831,2.2807,4.7877,2.3702,0.027892,0.8476,0.094891,53.092,43.499,61.953,54.123,24.668,58.941,22.48,39.91,34.04,48.885,47.492,40.561,19.52
9,10.0,99,0.33703,3670.1,4423.0,9.1553,27.036,42.509,2695.1,75.212,120.44,0.33531,80.12,50.053,2624.1,24.562,50.35,3093.9,21.529,65.836,234.56,339.21,94.752,77.068,31.831,9.0241,25.987,6.7752,18.451,1.6494,32.717,13.949,23.501,1.155,19.223,2.2818,4.8585,2.3379,0.010432,0.8807,0.11729,54.401,43.476,63.679,54.094,33.348,62.237,21.616,39.371,38.256,47.343,48.784,41.71,21.689
9,10.0,106,0.27805,3670.5,4498.6,9.2865,27.196,42.372,2687.1,75.06,120.36,0.34899,80.061,50.526,2614.3,25.298,50.203,3086.5,21.963,66.286,246.43,339.46,94.846,76.856,32.082,9.0601,26.051,6.9668,18.673,1.6764,32.982,13.758,23.409,1.4699,18.625,2.2683,4.9085,2.3025,0.0091315,0.85759,0.095747,54.159,44.302,62.621,53.919,27.325,63.143,21.558,42.361,39.649,47.004,51.998,40.118,20.65
9,10.0,114,0.25256,3684.7,4465.9,9.4414,26.691,42.631,2683.3,73.18,120.41,0.34753,80.291,53.24,2611.7,22.283,50.397,3082.9,21.998,66.889,255.35,339.24,94.7,76.967,32.357,8.893,25.792,6.9809,18.994,1.6843,32.879,14.115,23.138,1.1376,18.965,2.2431,5.0072,2.4187,0.027828,0.85286,0.10229,53.139,44.091,63.156,53.282,25.121,59.038,21.277,41.799,47.636,47.453,54.916,40.493,20.497
9,10.0,123,0.25133,3574.3,4489.1,9.2934,26.453,42.526,2685.1,74.535,120.38,0.35305,80.189,49.249,2613.4,24.516,51.168,3082.5,23.539,67.138,264.27,341.12,94.752,77.318,32.006,9.1054,25.963,6.9741,19.381,1.6891,32.736,13.955,22.796,1.263,19.02,2.3064,5.008,2.3499,0.01264,0.84716,0.11102,53.638,44.38,63.153,53.403,24.677,62.598,21.549,41.598,35.89,49.236,56.887,40.672,16.761
9,10.0,385,0.25815,3685.0,4526.9,9.4435,26.93,42.291,2719.3,75.315,120.42,0.34297,80.144,48.99,2650.0,23.088,50.308,3113.2,22.513,66.077,243.4,344.5,94.321,77.745,32.253,9.028,26.488,6.7535,18.416,1.6676,33.19,13.958,24.237,1.1758,17.738,2.2046,4.7888,2.2836,0.033646,0.83752,0.089318,54.1,44.426,63.578,54.352,25.62,62.525,23.313,40.313,35.126,47.246,51.448,41.624,19.133
9,10.0,447,0.28177,3630.2,4513.1,9.4217,26.88,42.543,2706.8,74.587,120.38,0.33805,80.019,49.959,2635.1,24.62,50.237,3105.7,22.266,65.329,223.57,340.36,94.65,77.288,31.902,8.9569,26.478,6.9763,19.052,1.6897,32.837,13.895,24.023,1.3337,18.655,2.2657,4.8295,2.2685,0.031579,0.84691,0.10014,52.851,43.483,62.387,54.156,27.618,61.264,21.969,40.754,37.978,47.083,45.865,40.717,19.819
9,11.0,16,0.28198,3647.7,4537.3,9.3543,27.172,42.313,2704.1,74.902,120.42,0.34371,80.112,48.101,2633.6,24.709,49.895,3102.7,23.864,65.665,231.67,341.64,94.64,77.652,31.925,8.9492,26.275,6.6909,18.629,1.6395,32.993,13.847,23.799,1.2033,18.553,2.2817,4.8413,2.3326,0.028682,0.83804,0.071724,53.201,43.245,63.593,53.76,27.949,59.519,22.248,41.08,32.511,46.291,47.531,41.677,15.94
9,11.0,67,0.29132,3690.2,4470.7,9.1942,26.84,42.103,2701.3,75.725,120.4,0.36079,80.371,49.461,2630.2,23.86,50.764,3099.6,23.055,66.146,238.17,340.94,94.512,77.702,31.944,8.8505,25.897,7.2277,19.072,1.6542,33.14,13.711,23.437,1.1723,18.85,2.287,4.8194,2.3033,0.032608,0.83732,0.090025,54.106,43.02,63.167,53.388,28.322,63.356,22.089,43.055,36.512,48.302,49.616,41.134,17.822
9,11.0,91,0.23816,3692.0,4450.6,9.4598,26.8,42.65,2713.5,74.775,120.43,0.32456,79.948,50.109,2642.0,24.249,50.209,3109.4,22.467,65.654,229.44,343.15,94.474,77.558,32.253,8.8118,26.061,6.9156,18.438,1.6598,32.758,13.905,24.11,1.3456,18.626,2.2784,4.8576,2.2493,0.020642,0.82922,0.087207,53.374,43.629,63.551,53.902,23.68,59.665,22.739,39.153,38.42,47.018,46.924,42.349,19.214
9,11.0,128,0.28472,3648.3,4458.0,9.2962,26.736,42.592,2697.5,74.473,120.37,0.3356,79.831,49.459,2625.3,25.341,52.537,3096.8,23.815,65.423,221.33,340.42,94.693,76.827,32.057,9.0504,26.108,6.952,18.97,1.6831,32.554,13.848,24.242,1.206,18.311,2.2839,4.8763,2.3947,0.030767,0.86256,0.10146,53.888,44.449,63.405,53.495,27.848,61.275,21.73,39.629,36.509,52.405,45.474,39.805,16.164
9,11.0,298,0.27857,3668.2,4499.9,9.2315,26.935,42.156,2695.2,75.316,120.37,0.34962,80.264,49.236,2623.0,25.508,50.785,3094.0,23.299,65.418,221.51,338.95,94.707,77.244,32.085,8.841,26.431,6.9892,18.68,1.693,32.257,13.822,23.802,1.4541,18.581,2.2623,4.7795,2.1888,0.010022,0.8488,0.10427,53.976,43.827,62.134,53.296,27.572,59.177,21.564,41.274,35.851,48.351,44.499,41.077,17.305
9,11.0,299,0.26219,3594.8,4508.7,9.2873,27.126,42.454,2696.0,75.552,120.4,0.33857,80.363,50.297,2624.5,25.66,50.706,3095.2,23.379,65.444,218.73,338.84,94.684,77.303,32.321,8.9123,25.886,6.9992,18.752,1.6755,32.71,13.978,23.838,1.2836,19.07,2.2563,4.949,2.4658,0.010022,0.8488,0.10427,53.976,43.827,63.538,54.352,25.932,60.558,21.743,40.413,38.973,48.168,44.719,40.698,17.105
9,11.0,315,0.29865,3634.9,4503.7,9.2951,27.031,42.527,2694.1,75.181,120.43,0.33678,80.185,50.448,2621.7,28.861,50.051,3095.1,24.23,65.844,229.84,338.53,94.696,77.257,31.695,8.9997,26.507,6.9541,18.517,1.6423,32.547,13.667,24.092,1.3625,18.849,2.257,4.9289,2.3135,0.024834,0.88244,0.10076,53.299,43.245,62.975,53.841,29.431,59.336,21.408,40.617,39.417,46.653,48.29,40.931,15.098
9,11.0,318,0.31142,3636.0,4531.8,9.2346,27.095,42.695,2703.6,75.055,120.39,0.32188,80.608,51.018,2631.8,26.652,50.086,3104.3,22.958,66.075,237.5,339.83,94.473,77.459,31.819,8.7399,26.172,6.9712,18.965,1.6381,32.713,13.821,24.016,1.2271,18.89,2.2644,4.9128,2.3766,0.0086184,0.86609,0.094377,54.129,43.085,62.933,54.244,30.818,63.891,21.66,38.792,41.096,46.733,49.563,40.525,18.061
9,11.0,325,0.2892,3676.2,4463.6,9.3178,26.871,42.218,2707.3,74.96,120.4,0.34472,80.391,48.887,2636.4,25.341,49.779,3104.1,23.701,66.292,245.96,342.53,94.377,77.385,32.919,8.8466,26.334,6.8706,18.881,1.6507,32.869,13.744,23.867,1.3942,19.163,2.226,4.8672,2.1777,0.018087,0.85559,0.11737,53.935,43.773,63.704,53.646,28.33,61.181,22.417,40.831,34.824,46.022,51.656,41.64,16.296
9,11.0,395,0.20258,3654.8,4528.7,9.4239,26.536,42.586,2694.5,73.844,120.42,0.35522,80.138,50.747,2622.8,27.411,49.822,3094.3,22.924,65.712,228.77,339.28,94.736,76.908,31.959,8.8792,25.879,7.137,18.749,1.6648,32.714,13.776,23.898,1.2377,18.407,2.2781,4.9013,2.242,0.025227,0.83355,0.10082,53.154,44.333,63.652,53.516,20.024,61.682,21.225,42.706,40.297,46.121,46.783,41.331,18.265
9,11.0,426,0.24345,3617.8,4574.3,9.2987,26.994,42.41,2726.1,75.17,120.4,0.34476,79.554,51.483,2655.2,27.763,49.244,3118.4,22.179,65.456,229.53,344.97,94.631,77.122,32.081,8.8991,26.629,6.8855,18.627,1.6514,33.288,13.922,24.408,1.1566,18.026,2.2426,4.7644,2.2687,0.0057382,0.82896,0.12012,53.665,43.622,62.83,55.183,23.973,62.863,23.799,40.167,42.463,44.785,46.958,41.525,19.977
9,11.0,440,0.23803,3712.4,4626.0,9.2654,26.998,42.197,2720.1,75.254,120.4,0.32548,79.821,51.818,2650.2,23.823,49.256,3113.5,23.359,65.362,225.82,344.26,94.292,77.028,32.307,8.8139,26.442,6.7469,17.967,1.6578,33.526,13.835,24.372,1.191,18.411,2.2529,4.7867,2.3089,0.0074027,0.83079,0.11726,53.584,43.284,63.675,54.239,23.309,63.817,23.708,37.992,43.451,44.812,45.986,41.785,17.19
9,12.0,68,0.27126,3686.4,4536.4,9.4281,27.085,42.28,2711.9,74.402,120.38,0.3413,79.936,49.121,2641.3,24.927,50.997,3107.4,22.335,65.537,229.4,343.08,94.462,77.238,32.597,8.8191,26.138,6.9943,19.195,1.6608,32.503,13.902,24.008,1.1285,18.954,2.237,4.7987,2.2612,0.022731,0.83026,0.1027,53.845,44.34,62.391,53.886,26.132,62.491,22.904,39.967,35.513,48.84,47.138,41.563,19.576
9,12.0,126,0.33314,3724.9,4488.6,9.2866,26.965,42.526,2694.5,74.31,120.41,0.35337,80.4,50.341,2623.4,25.346,49.846,3094.0,22.278,66.493,247.76,340.35,94.46,77.758,32.212,8.9435,26.127,6.9825,19.045,1.6889,32.956,14.098,23.853,1.3809,18.789,2.282,4.9943,2.2723,0.007159,0.84188,0.08996,53.973,43.387,62.969,53.622,32.679,63.439,21.548,41.722,39.104,46.177,52.416,41.068,19.671
9,12.0,214,0.30943,3658.2,4490.7,9.3013,26.99,42.361,2701.0,73.63,120.41,0.3469,80.498,50.492,2629.8,24.121,49.595,3103.6,22.986,65.898,232.63,339.0,94.533,77.487,32.132,9.0289,26.333,6.7851,19.203,1.6647,32.694,14.049,24.015,1.1054,19.043,2.2538,4.9327,2.2794,0.0061117,0.88172,0.10783,54.002,43.351,63.619,54.177,29.965,61.941,21.369,42.407,39.548,45.596,48.761,41.502,18.023
9,12.0,300,0.21048,3702.0,4495.7,9.334,27.08,42.471,2701.1,74.259,120.43,0.32854,80.196,49.301,2629.6,26.553,49.55,3098.1,22.707,66.072,237.95,342.12,94.685,77.463,32.524,8.8766,26.426,6.8383,19.121,1.6726,33.691,14.044,23.421,1.1672,18.686,2.2556,4.8525,2.3215,0.004538,0.85021,0.09918,53.388,43.093,62.882,53.654,21.09,61.054,22.329,38.72,36.044,45.493,49.58,42.027,18.669
